"id";"releaseORIG";"duracao_filme";"nomeBRA";"ROE";"diretor";"releaseBRA";"delay_lancamentoBR";"Distribuidora";"pop_dir";"pop_cast"
256962;"2015-04-23";106;"LITTLE BOY";"E1600082400000";"Alejandro Monteverde";"2016-03-12";324;0;6,732;31,0268
341392;"2015-09-03";99;"LOLO";"E1600457000000";"Julie Delpy";"2016-08-27";359;0;32,473;22,366
380225;"2016-05-17";116;"LA PAZZA GIOIA";"E1600432500000";"Paolo Virzì";"2016-09-03";109;0;12,558;12,9926
416244;"2016-09-15";100;"LUA EM SAGITÁRIO";"B1600564300000";"Marcia Paraiso";"2016-09-17";2;0;1,719;0,2908
382455;"2016-07-20";82;"MÃE SÓ HÁ UMA";"B1600416100000";"Anna Muylaert";"2016-07-23";3;0;8,538;5,0426
430150;"2016-12-15";0;"MAGAL E OS FORMIGAS";"B1600442200000";"Newton Cannito";"2016-12-17";2;0;5,886;6,1432
157827;"2015-10-01";105;"LOUDER THAN BOMBS";"E1600086900000";"Joachim Trier";"2016-04-09";191;0;12,95;40,3098
372518;"2016-06-16";107;"MAIS FORTE QUE O MUNDO - A HISTÓRIA DE JOSÉ ALDO";"B1600294500000";"Afonso Poyart";"2016-06-25";9;0;5,178;10,7602
334541;"2016-11-18";138;"MANCHESTER BY THE SEA";"E1600573600000";"Kenneth Lonergan";"2017-01-21";64;0;9,091;33,034
314404;"2015-02-26";116;"MARAVIGLIOSO BOCCACCIO";"E1500800600000";"Vittorio Taviani,Paolo Taviani";"2016-05-07";436;0;9,056;17,1076
431173;"2016-09-22";0;"MARGINAL";"B1600624200000";"Pedro Caldas,Alex Miranda";"2016-09-24";2;0;0,001;NA
352157;"2015-09-16";127;"MARGUERITE";"E1600312100000";"Xavier Giannoli";"2016-06-25";283;0;7,523;13,9078
330294;"2015-09-30";105;"MARGUERITE ET JULIEN";"E1700011000000";"Valérie Donzelli";"2017-02-11";500;0;12,174;25,7282
366995;"2016-11-17";75;"MARIAS";"B1600314300000";"Joana Mariani";"2016-11-19";2;0;3,888;NA
359429;"2015-09-09";101;"MATE-ME POR FAVOR";"B1500651700000";"Anita Rocha da Silveira";"2016-09-17";374;0;3,053;5,053
302528;"2015-10-23";94;"REMEMBER";"E1600105900000";"Atom Egoyan";"2016-05-14";204;0;10,591;26,9874
371961;"2016-07-07";79;"MENINO 23 - INFÂNCIAS PERDIDAS NO BRASIL";"B1600280000000";"Belisario Franca";"2016-07-09";2;0;2,118;NA
302156;"2016-04-07";113;"CRIMINAL";"E1600231500000";"Ariel Vromen";"2016-04-16";9;0;11,303;139,8692
274666;"2014-11-26";102;"MERCURIALES";"E1600465800000";"Virgil Vernier";"2016-08-20";633;0;4,717;4,1514
362314;"2016-03-03";109;"MEU AMIGO HINDU";"B1600033400000";"Héctor Babenco";"2016-03-05";2;0;11,412;31,7948
397162;"2016-04-21";80;"MEU NOME É JACQUE";"B1600200900000";"Angela Zoé";"2016-04-23";2;0;0,021;NA
329805;"2015-10-21";130;"MON ROI";"E1600457100000";"Maïwenn";"2016-09-17";332;0;20,73;25,3008
310888;"2016-08-26";80;"SOUTHSIDE WITH YOU";"E1600661500000";"Richard Tanne";"2016-12-10";106;0;9,434;15,6358
339984;"2016-03-17";119;"MIRACLES FROM HEAVEN";"E1500735000000";"Patricia Riggen";"2016-04-23";37;0;7,268;42,5674
227932;"2016-12-22";96;"MINHA MÃE É UMA PEÇA 2";"B1600716500000";"César Rodrigues";"2016-12-24";2;0;6,864;7,585
371865;"2016-05-13";124;"SLACK BAY";"E1600750700000";"Bruno Dumont";"2017-01-28";260;0;6,394;14,6972
278927;"2016-04-07";106;"THE JUNGLE BOOK";"E1600127500000";"Jon Favreau";"2016-04-16";9;1;64,257;74,5498
227738;"2014-08-30";92;"MORTADELO & FILEMON : MISSION IMPLAUSIBLE";"E1500660600000";"Javier Fesser";"2016-09-17";749;0;5,886;10,705
336805;"2015-06-26";108;"MUCH LOVED";"E1600386800000";"Nabil Ayouch";"2016-11-12";505;0;5,318;6,3558
428703;"2016-11-10";0;"MULEQUE TÉ DOIDO 2 - A LENDA DE DOM SEBASTIÃO";"B1600716200000";"Erlanes Duarte";"2016-11-12";2;0;0,001;NA
417561;"2017-06-22";94;"MULHER DO PAI";"B1600420900000";"Cristiane Oliveira";"2017-06-24";2;0;2,243;4,5822
360142;"2016-03-17";101;"MUNDO CÃO";"B1500661200000";"Marcos Jorge";"2016-03-19";2;0;5,144;10,9026
402161;"2016-06-16";93;"MUNDO DESERTO DE ALMAS NEGRAS";"B1402347100000";"Ruy Veridiano";"2016-06-18";2;0;0,001;2,0352
262009;"2014-03-28";86;"RISTTUULES";"E1600258000000";"Martti Helde";"2016-06-18";813;0;2,048;3,4772
336212;"2015-11-16";105;"NAHID";"E1600395200000";"Ida Panahandeh";"2016-07-30";257;0;4,36;6,3024
372355;"2015-09-04";90;"KALO POTHI";"E1600742600000";"Min Bahadur Bham";"2016-12-17";470;0;2,554;NA
436952;"2016-11-10";0;"NASCIDA DE NOVO";"B1600656600000";"Mary Grace Hughes";"2016-11-12";2;0;0,001;NA
270010;"2016-04-22";97;"A HOLOGRAM FOR THE KING";"E1600311200000";"Tom Tykwer";"2016-08-06";106;0;17,335;61,2794
351454;"2016-08-11";108;"NERUDA";"E1600750200000";"Pablo Larraín";"2016-12-17";128;0;11,829;16,1338
328387;"2016-06-27";96;"NERVE";"E1600397100000";"Ariel Schulman,Henry Joost";"2016-08-27";61;1;12,5435;48,2932
335442;"2016-09-22";84;"NERVOS DE AÇO";"B1500257400000";"Maurice Capovila";"2016-09-24";2;0;1,935;1,348
320004;"2015-11-27";104;"NADIE QUIERE LA NOCHE";"E1600642500000";"Isabel Coixet";"2016-12-03";372;0;17,81;31,2816
363103;"2016-04-21";106;"NISE - O CORAÇÃO DA LOUCURA";"B1402652900000";"Roberto Berliner";"2016-04-23";2;0;2,961;11,0062
394374;"2016-04-21";120;"AL FINAL DEL TUNEL";"E1600578900000";"Rodrigo Grande";"2016-10-08";170;1;2,358;24,2054
300602;"2015-08-28";94;"CAPTURE THE FLAG";"E1500918600000";"Enrique Gato";"2016-04-23";239;1;5,317;11,816
421439;"2016-03-24";97;"NO VERMELHO";"B1600109200000";"Marcelo Reis";"2016-03-26";2;0;0,001;NA
215828;"2013-03-01";96;"BARCELONA, NIT D'ESTIU";"E1600548300000";"Dani de la Orden";"2016-10-15";1324;0;5,298;9,7408
276905;"2016-01-14";86;"NORM OF THE NORTH";"E1600013200000";"Trevor Wall";"2016-04-02";79;0;6,684;44,1572
414144;"2016-09-08";97;"NÓS DUAS DESCENDO A ESCADA";"B1500899000000";"Fabiano de Souza";"2016-09-10";2;0;0,001;0,91
364137;"2015-11-04";102;"ALL THREE OF US";"E1600339800000";"Kheiron";"2016-06-25";234;0;7,338;18,0004
414907;"2016-03-24";0;"NOS PASSOS DO MESTRE";"B1600047500000";"André Marouço";"2016-03-26";2;0;6,35;NA
399276;"2015-08-20";88;"NEY, NOSOTROS, ELLOS Y YO";"E1600194600000";"Nicolás Avruj";"2016-05-14";268;0;3,225;0,9596
315846;"2015-06-13";127;"UMIMACHI DIARY";"E1500839400000";"Hirokazu Kore-eda";"2016-03-05";266;0;20,241;43,797
205588;"2016-05-05";108;"OUR KIND OF TRAITOR";"E1600310100000";"Susanna White";"2016-10-08";156;0;9,101;48,736
336808;"2015-05-25";125;"EL ABRAZO DE LA SERPIENTE";"E1600054200000";"Ciro Guerra";"2016-02-20";271;0;9,037;9,3702
426167;"2016-11-16";95;"O AMOR DE CATARINA";"B1600585600000";"Gil Baroni";"2016-11-19";3;0;2,666;1,6014
428327;"2016-12-08";88;"O AMOR NO DIVÃ";"B1600690400000";"Alexandre Reinecke";"2016-12-10";2;0;0,001;10,632
267579;"2014-05-14";101;"EL ARDOR";"B1402130700000";"Pablo Fendrik";"2016-11-26";927;0;4,506;23,9592
105864;"2015-11-14";93;"THE GOOD DINOSAUR";"E1500739200000";"Peter Sohn";"2016-01-09";56;1;21,631;43,6742
267935;"2016-06-01";117;"THE BFG";"E1600404900000";"Steven Spielberg";"2016-07-30";59;1;73,017;45,869
319994;"2015-10-15";82;"EL BOTÓN DE NÁCAR";"E1500840700000";"Patricio Guzmán";"2016-05-28";226;0;5,579;2,5586
290595;"2016-04-06";114;"THE HUNTSMAN";"E1500739300000";"Cedric Nicolas-Troyan";"2016-04-23";17;1;3,087;70,4756
379316;"2016-06-23";89;"O CASEIRO";"B1600227000000";"Julio Santi";"2016-06-25";2;0;1,177;10,0352
397093;"2016-05-05";98;"O COMEÇO DA VIDA";"B1600094200000";"Estela Renner";"2016-05-07";2;0;2,63;NA
302946;"2016-10-13";128;"THE ACCOUNTANT";"E1600533600000";"Gavin O'Connor";"2016-10-22";9;1;11,085;65,3544
314405;"2015-05-14";134;"IL RACCONTO DEI RACCONTI";"E1500846800000";"Matteo Garrone";"2016-05-14";366;0;36,123;46,849
390341;"2016-02-11";82;"EL REY DE ONCE";"E1600193200000";"Daniel Burman";"2016-05-07";86;1;6,124;7,8318
389849;"2016-06-21";77;"O DIABO MORA AQUI";"B1600041400000";"Rodrigo Gasparini,Dante Vescio";"2016-07-30";39;0;2,0265;2,155
245698;"2015-09-16";115;"PAWN SACRIFICE";"E1600187900000";"Edward Zwick";"2016-04-30";227;0;28,227;51,3164
324463;"2016-04-14";91;"O ESCARAVELHO DO DIABO";"B1600100300000";"Carlo Milani";"2016-04-16";2;0;3,459;7,5148
336050;"2015-06-11";107;"SON OF SAUL";"E1500728900000";"László Nemes";"2016-02-06";240;0;3,954;6,935
417565;"2016-12-01";86;"O FILHO ETERNO";"B1600713100000";"Paulo Machline";"2016-12-03";2;0;6,693;9,8378
366742;"2016-04-21";68;"O FUTEBOL";"E1500829500000";"Sergio Oksman";"2016-04-23";2;0;1,646;NA
390990;"2015-03-19";72;"O GIGANTESCO IMÃ";"B1402235800000";"Petrônio Lorena,Tiago Scorza";"2016-03-12";359;0;0,667;NA
353326;"2016-04-08";108;"THE MAN WHO KNEW INFINITY";"E1600386100000";"Matt Brown";"2016-09-24";169;0;2,369;36,776
353460;"2016-01-21";100;"YA TAYR EL TAYER";"E1600666200000";"Hany Abu-Assad";"2017-01-28";373;0;5,319;2,8952
392803;"2016-10-05";110;"LE CANCRE";"E1600674500000";"Paul Vecchiali";"2016-11-12";38;0;11,362;20,3964
318850;"2016-03-10";120;"THE YOUNG MESSIAH";"E1500900200000";"Cyrus Nowrasteh";"2016-03-26";16;1;3,13;32,115
293670;"2016-05-12";156;"THE WAILING";"E1600723600000";"Na Hong-jin";"2016-12-24";226;0;18,393;38,0664
283366;"2016-09-27";127;"MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN";"E1600395300000";"Tim Burton";"2016-10-01";4;1;32,956;61,37
287628;"2014-10-26";100;"THEEB";"E1600046000000";"Naji Abu Nowar";"2016-02-20";482;1;1,915;1,6438
267192;"2016-06-10";104;"GENIUS";"E1600372400000";"Michael Grandage";"2016-10-22";134;0;15,106;63,7032
394734;"2016-11-17";85;"O MESTRE E O DIVINO";"B1301988900000";"Tiago Campos";"2016-11-19";2;0;0,001;NA
296865;"2016-03-30";74;"A MONSTER WITH THOUSAND HEADS";"E1600156300000";"Rodrigo Plá";"2016-08-06";129;0;7,795;10,5634
330764;"2015-09-02";114;"LE TOUT NOUVEAU TESTAMENT";"E1600003500000";"Jaco Van Dormael";"2016-01-23";143;0;6,286;24,112
282475;"2014-08-06";100;"O OUTRO LADO DO PARAÍSO";"B1500837400000";"André Ristum";"2016-06-04";668;0;5,638;6,7372
312669;"2016-04-27";98;"MAGGIE'S PLAN";"E1600328400000";"Rebecca Miller";"2016-11-12";199;0;14,766;56,6664
289174;"2014-08-30";115;"THE PRESIDENT";"E1500901100000";"Mohsen Makhmalbaf";"2016-03-12";560;0;6,059;2,0048
264644;"2015-10-16";118;"ROOM";"E1500739500000";"Lenny Abrahamson";"2016-02-20";127;1;6,273;36,3582
293452;"2016-09-09";92;"THE DISAPPOINTMENTS ROOM";"E1600597600000";"D. J. Caruso";"2016-11-26";78;0;9,16;40,0608
374465;"2016-04-06";102;"L'AVENIR";"E1600674200000";"Mia Hansen-Løve";"2016-12-24";262;0;6,401;17,2148
298614;"2014-12-31";79;"UNE HEURE DE TRANQUILLITÉ";"E1600193900000";"Patrice Leconte";"2016-04-30";486;0;14,974;23,635
281957;"2015-12-25";157;"THE REVENANT";"E1500829800000";"Alejandro González Iñárritu";"2016-02-06";43;1;18,617;69,6518
381066;"2016-09-08";84;"O ROUBO DA TAÇA";"B1600408200000";"Caito Ortiz";"2016-09-10";2;0;4,394;11,0366
420703;"2016-10-13";100;"O SHAOLIN DO SERTÃO";"B1600567900000";"Halder Gomes";"2016-10-15";2;0;5,158;6,8788
326979;"2016-04-14";68;"O SIGNO DAS TETAS";"B1500150300000";"Frederico Machado";"2016-04-16";2;0;2,458;0,001
413388;"2016-09-22";102;"O SILÊNCIO DO CÉU";"B1600500300000";"Marco Dutra";"2016-09-24";2;0;6,141;16,0582
301804;"2016-04-07";97;"BEFORE I WAKE";"E1600488200000";"Mike Flanagan";"2016-09-03";149;0;22,604;37,4052
334924;"2015-12-03";89;"COMOARA";"E1600239200000";"Corneliu Porumboiu";"2016-04-23";142;0;9,251;5,4754
317995;"2015-01-25";78;"O TOURO";"B1500452100000";"Larissa Figueiredo";"2016-09-10";594;0;0,402;NA
358505;"2015-12-10";85;"UN TANGO MÁS";"E1600435100000";"Germán Kral";"2016-10-08";303;0;1,843;1,1862
322986;"2016-12-01";83;"O ÚLTIMO VIRGEM";"B1500897000000";"Rilson Baco,Felipe Bretas";"2016-12-03";2;0;0,001;6,7692
718291;"1957-05-16";107;"THE VALLEY OF LOVE";"E1600138600000";"Chun Kim,Chor Yuen";"2016-09-24";21681;0;23,1525;10,9246
329712;"2015-03-16";93;"LA LOI DU MARCHÉ";"E1600139100000";"Stéphane Brizé";"2016-05-28";439;0;9,458;8,0894
418896;"2016-12-08";96;"O VENDEDOR DE SONHOS";"B1600710700000";"Jayme Monjardim";"2016-12-10";2;1;7,664;8,4968
456843;"2016-09-08";116;"OLYMPIA 2016";"B1600514100000";"Rodrigo Mac Niven";"2016-09-17";9;0;0,001;NA
326059;"2015-01-01";91;"SEA WITHOUT SHORE";"E1600118600000";"André Semenza,Fernanda Lippi";"2016-04-16";471;0;0,001;NA
58431;"2016-02-04";108;"PRIDE AND PREJUDICE AND ZOMBIES";"E1500729200000";"Burr Steers";"2016-02-27";23;0;7,548;39,6534
329682;"2015-11-11";101;"LES ANARCHISTES";"E1600105700000";"Elie Wajeman";"2016-05-21";192;0;3,732;30,1866
351414;"2016-10-20";97;"LES BEAUX JOURS D'ARANJUEZ";"E1600489600000";"Wim Wenders";"2017-04-01";163;0;34,818;12,0412
316023;"2016-07-07";98;"MIKE AND DAVE NEED WEDDING DATES";"E1600395400000";"Jake Szymanski";"2016-07-30";23;1;9,233;56,8688
298986;"2014-11-06";76;"TORNERANNO I PRATI";"E1500846700000";"Ermanno Olmi";"2016-07-09";611;0;13,807;10,4312
334918;"2015-10-13";112;"LES CHEVALIERS BLANCS";"E1600346300000";"Joachim Lafosse";"2016-08-06";298;0;12,18;20,1022
372519;"2016-01-28";120;"OS DEZ MANDAMENTOS";"B1600036400000";"Alexandre Avancini";"2016-01-30";2;0;6,069;16,4472
314525;"2014-08-14";80;"OS INIMIGOS DA DOR";"B1402391300000";"Arauco Hernández Holz";"2016-05-07";632;0;1,868;0,2542
401363;"2016-05-26";0;"OS OUTROS";"B1600341800000";"Sandra Werneck";"2016-05-28";2;0;4,47;NA
415345;"2016-09-15";113;"OS SENHORES DA GUERRA";"B1600280100000";"Tabajara Ruas";"2016-09-17";2;0;2,275;3,4752
366512;"2015-11-26";80;"SONHOS DE UM SONHADOR";"B1402524100000";"Caco Milan";"2016-06-11";198;0;0,001;7,9756
335796;"2016-10-20";99;"OUIJA: ORIGIN OF EVIL";"E1500750000000";"Mike Flanagan";"2016-10-22";2;1;22,604;27,9628
274167;"2015-12-25";96;"DADDY'S HOME";"E1500819900000";"Sean Anders";"2016-01-30";36;1;15,287;58,4984
254172;"2015-10-01";116;"FATHERS AND DAUGHTERS";"E1600096900000";"Gabriele Muccino";"2016-05-21";233;0;14,138;72,4716
456113;"2016-09-22";100;"PALMEIRAS, O CAMPEÃO DO SÉCULO";"B1600602000000";"Mauro Beting,Kim Teixeira";"2016-09-24";2;0;0,001;NA
352002;"2016-03-31";113;"PARA MINHA AMADA MORTA";"B1500177200000";"Aly Muritiba";"2016-04-02";2;0;4,487;5,124
424632;"2016-10-20";100;"UNTIL FOREVER";"E1600597800000";"Michael Linn";"2016-12-10";51;0;1,599;8,4286
414266;"2016-06-23";0;"PARATODOS";"B1600358100000";"Marcelo Mesquita";"2016-06-25";2;0;0,001;NA
274870;"2016-12-21";116;"PASSENGERS";"E1500750300000";"Morten Tyldum";"2017-01-07";17;0;17,672;64,5104
336803;"2015-05-20";107;"RAMYBE MUSU SAPNUOSE";"E1500822100000";"Šarūnas Bartas";"2016-06-04";381;0;4,72;5,9036
366517;"2016-11-10";107;"PEQUENO SEGREDO";"B1600530200000";"David Schurmann";"2016-11-12";2;0;3,77;19,4836
376659;"2016-07-28";100;"BAD MOMS";"E1600369600000";"Jon Lucas,Scott Moore";"2016-08-13";16;0;11,5495;54,0544
328111;"2016-06-18";86;"THE SECRET LIFE OF PETS";"E1500745000000";"Chris Renaud";"2016-08-27";70;1;26,121;40,2042
414015;"2016-07-20";104;"PONHO A MÃO NO FOGO";"B1600494700000";"André Amado";"2016-08-20";31;0;0,001;2,2404
361146;"2016-05-26";87;"PONTO ZERO";"B1600264400000";"José Pedro Goulart";"2016-05-28";2;0;2,262;2,0102
394499;"2016-06-30";107;"PORTA DOS FUNDOS - CONTRATO VITALÍCIO";"B1600368700000";"Ian SBF";"2016-07-02";2;0;5,247;8,188
410436;"2016-09-02";80;"PRECISAMOS FALAR DO ASSÉDIO";"B1600517400000";"Paula Sacchetta";"2016-10-01";29;0;0,001;NA
339527;"2015-09-03";101;"SOLACE";"E1500828700000";"Afonso Poyart";"2016-02-27";177;0;5,178;69,8612
127380;"2016-06-16";97;"FINDING DORY";"E1600258900000";"Andrew Stanton";"2016-07-02";16;1;30,058;28,1396
352996;"2015-11-12";90;"PROVA DE CORAGEM";"B1500399400000";"Roberto Gervitz";"2016-05-07";177;0;4,584;5,9738
348675;"2016-04-21";110;"THE DAY WILL COME";"E1600683800000";"Jesper W. Nielsen";"2016-11-12";205;0;2,818;20,2666
323677;"2016-02-19";134;"RACE";"E1600349900000";"Stephen Hopkins";"2016-06-25";127;0;15,09;38,1574
317557;"2016-09-23";124;"QUEEN OF KATWE";"E1600539700000";"Mira Nair";"2016-11-26";64;1;11,162;17,255
363269;"2016-05-05";73;"RALÉ";"B1600017500000";"Helena Ignez";"2016-05-07";2;0;10,415;5,2642
417579;"2017-02-09";100;"REDEMOINHO";"B1600243000000";"José Luiz Villamarim";"2017-02-11";2;0;2,103;12,4148
850099;"2021-08-20";109;"RISEN";"E1500737700000";"Eddie Arya";"2016-03-19";-1980;0;2,716;5,0016
359787;"2016-01-21";87;"REZA A LENDA";"B1500899800000";"Homero Olivetto";"2016-01-23";2;0;2,593;18,021
253414;"2015-10-22";100;"ROCK THE KASBAH";"E1500717300000";"Barry Levinson";"2016-06-04";226;0;13,493;58,5482
330459;"2016-12-14";133;"ROGUE ONE";"E1600663000000";"Gareth Edwards";"2016-12-17";3;1;17,928;45,3968
428701;"2016-09-01";87;"RONDON, O DESBRAVADOR";"B1500475400000";"Marcelo Santiago,Rodrigo Piovezan";"2016-09-03";2;0;1,9485;6,4472
389995;"2016-03-17";110;"ME CASÉ CON UN BOLUDO";"E1600226500000";"Juan Taratuto";"2016-05-28";72;1;4,95;11,5342
333371;"2016-03-10";104;"10 CLOVERFIELD LANE";"E1600122000000";"Dan Trachtenberg";"2016-04-09";30;1;9,541;34,64
314400;"2015-09-09";106;"SANGUE DEL MIO SANGUE";"E1600729500000";"Marco Bellocchio";"2016-12-03";451;0;11,094;13,0482
406116;"2013-11-10";100;"SÃO PAULO EM HI-FI";"B1600337700000";"Lufe Steffen";"2016-05-21";923;0;0,001;0,9498
400411;"2016-07-01";84;"SATANIC";"E1600648600000";"Jeffrey G. Hunt";"2016-10-29";120;0;11,308;20,3452
333484;"2016-09-14";132;"THE MAGNIFICENT SEVEN";"E1500746400000";"Antoine Fuqua";"2016-09-24";10;0;22,038;65,1444
258230;"2016-10-07";108;"A MONSTER CALLS";"E1600459600000";"J. A. Bayona";"2017-01-07";92;0;14,983;36,8994
374452;"2016-08-03";173;"SIERANEVADA";"E1600712800000";"Cristi Puiu";"2016-12-17";136;0;8,803;3,1206
288436;"2014-11-28";85;"SINFONIA DA NECRÓPOLE";"B1402254300000";"Juliana Rojas";"2016-04-16";505;0;6,579;3,4724
335797;"2016-11-23";108;"SING";"E1600360800000";"Garth Jennings";"2016-12-24";31;1;13,788;80,4598
227973;"2015-11-05";88;"PEANUTS THE MOVIE";"E1500834100000";"Steve Martino";"2016-01-16";72;1;10,812;13,9132
302401;"2016-09-15";134;"SNOWDEN";"E1600648000000";"Oliver Stone";"2016-11-12";58;1;21,133;49,5772
417587;"2016-11-17";85;"SOB PRESSÃO";"B1600685000000";"Andrucha Waddington";"2016-11-19";2;0;9,545;12,3338
314365;"2015-11-06";129;"SPOTLIGHT";"E1500720200000";"Tom McCarthy";"2016-01-09";64;0;25,734;53,9048
280996;"2015-06-19";104;"MR. HOLMES";"E1500703500000";"Bill Condon";"2016-01-23";218;0;20,517;44,6356
188927;"2016-07-07";122;"STAR TREK BEYOND";"E1600413300000";"Justin Lin";"2016-09-03";58;1;17,957;66,2988
321697;"2015-10-09";122;"STEVE JOBS";"E1500720400000";"Danny Boyle";"2016-01-16";99;1;19,168;55,0888
273899;"2015-09-18";129;"STONEWALL";"E1600556800000";"Roland Emmerich";"2016-10-01";379;0;29,711;49,4838
271674;"2015-03-12";103;"SUITE FRANÇAISE";"E1500772700000";"Saul Dibb";"2016-01-30";324;0;7,108;41,6504
363676;"2016-09-07";96;"SULLY";"E1600533500000";"Clint Eastwood";"2016-12-17";101;1;90,696;64,5166
296288;"2016-12-08";100;"TAMO JUNTO";"B1600603400000";"Matheus Souza";"2016-12-10";2;0;3,506;10,565
308084;"2015-07-10";87;"TANGERINE";"E1500876500000";"Sean Baker";"2016-02-06";211;0;14,078;5,1024
325347;"2015-01-18";118;"TEOBALDO MORTO, ROMEU EXILADO";"B1500861900000";"Rodrigo de Oliveira";"2016-04-30";468;0;2,484;4,3134
431176;"2016-12-15";0;"TERESINHA";"B1600765000000";"Victor Ribeiro";"2016-12-17";2;1;0,001;NA
245846;"2015-07-01";111;"STRANGERLAND";"E1600312400000";"Kim Farrant";"2016-10-15";472;0;7,253;44,558
360365;"2016-05-04";95;"TINI - EL GRAN CAMBIO DE VIOLETTA";"E1600323700000";"Juan Pablo Buscarini";"2016-06-18";45;1;5,908;28,5812
291870;"2016-01-20";102;"DIRTY GRANDPA";"E1500900900000";"Dan Mazer";"2016-02-06";17;0;14,483;64,9628
322994;"2016-09-22";110;"TÔ RYCA!";"B1600043800000";"Pedro Antônio";"2016-09-24";2;0;9,639;7,1582
374475;"2016-07-14";162;"TONI ERDMANN";"E1700023900000";"Maren Ade";"2017-02-11";212;0;8,603;18,4706
136799;"2016-10-13";92;"TROLLS";"E1600394800000";"Mike Mitchell";"2016-10-29";16;1;19,928;47,1802
341744;"2015-09-24";105;"TRUMAN";"E1600148400000";"Cesc Gay";"2016-04-16";205;0;10,604;17,53
294016;"2015-10-27";124;"TRUMBO";"E1500925200000";"Jay Roach";"2016-01-30";95;0;18,634;60,208
291805;"2016-06-02";129;"NOW YOU SEE ME: THE SECOND ACT";"E1500269900000";"Jon M. Chu";"2016-06-11";9;1;18,466;68,4606
294458;"2014-10-15";80;"VINCENT N'A PAS D'ÉCAILLES";"E1600285900000";"Thomas Salvador";"2016-06-04";598;0;2,396;8,9246
246127;"2015-04-02";118;"EVERY THING WILL BE FINE";"E1500846600000";"Wim Wenders";"2016-03-12";345;0;34,818;54,6144
416248;"2016-09-15";96;"TURBULÊNCIA";"B1600083900000";"Tiago Venâncio";"2016-09-17";2;0;0,001;5,6032
310119;"2016-05-13";98;"LAST DAYS IN THE DESERT";"E1500313500000";"Rodrigo García";"2016-09-10";120;0;28,191;41,9392
366514;"2016-05-04";98;"UN HOMME Á LA HAUTEUR";"E1600277800000";"Laurent Tirard";"2016-08-06";94;0;12,886;27,1636
273153;"2015-08-19";105;"LA BELLE SAISON";"E1600366300000";"Catherine Corsini";"2016-07-09";325;0;8,012;16,748
302634;"2014-11-26";104;"À LA VIE";"E1600072600000";"Jean-Jacques Zilbermann";"2016-05-14";535;0;1,049;17,5698
269494;"2014-05-29";111;"A HARD DAY";"E1600473000000";"Kim Seong-hun";"2016-10-29";884;0;12,373;36,7684
321751;"2015-08-28";106;"A PERFECT DAY";"E1600432000000";"Fernando León de Aranoa";"2016-07-23";330;0;6,628;39,0082
343702;"2015-06-10";105;"COMME UN AVION";"E1600456800000";"Bruno Podalydès";"2016-10-08";486;0;12,378;18,218
302699;"2016-06-16";107;"CENTRAL INTELLIGENCE";"E1500744200000";"Rawson Marshall Thurber";"2016-08-13";58;1;11,299;58,3512
316152;"2016-06-24";140;"FREE STATE OF JONES";"E1600481600000";"Gary Ross";"2016-11-19";148;1;17,049;45,834
321741;"2015-11-12";123;"CONCUSSION";"E1500720300000";"Peter Landesman";"2016-03-05";114;0;8,299;52,8396
286258;"2015-11-26";88;"UM HOMEM SÓ";"B1402301100000";"Cláudia Jouvin";"2016-10-01";310;0;3,714;14,8366
355950;"2016-09-01";106;"UM NAMORADO PARA MINHA MULHER";"B1600436900000";"Julia Rezende";"2016-09-03";2;0;7,678;11,5078
379284;"2016-02-11";110;"UM SUBURBANO SORTUDO";"B1600011000000";"Roberto Santucci";"2016-02-13";2;0;5,806;10,5104
337110;"2015-11-11";134;"UNE HISTOIRE DE FOU";"E1600144000000";"Robert Guédiguian";"2016-04-23";164;0;7,778;15,2048
381725;"2016-02-08";93;"UMA LOUCURA DE MULHER";"B1600305700000";"Marcus Ligocki Júnior";"2016-06-04";117;0;0,04;11,8932
392510;"2017-05-26";76;"UMA NOITE EM SAMPA";"B1600067600000";"Ugo Giorgetti";"2016-05-28";-363;0;3,398;3,2352
